1 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
2 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
3 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
4 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
5 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
6 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
7 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
8 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
9 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
10 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
11 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
12 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
13 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
14 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
15 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
16 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
17 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
18 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
19 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
20 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
21 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
22 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
23 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
24 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
25 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
26 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
27 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
28 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
29 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
30 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
31 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
32 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
33 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
34 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
35 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
36 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
37 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
38 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
39 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
40 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
41 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
42 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
43 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
44 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
45 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
46 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
47 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
48 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
49 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
50 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
51 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
52 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
53 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
54 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
55 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
56 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
57 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
58 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
59 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
60 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
61 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
62 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
63 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
64 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
65 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
66 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
67 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
68 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
69 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
70 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
71 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
72 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
73 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
74 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
75 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
76 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
77 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
78 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
79 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
80 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
81 13.3500 13.3500 13.3500 90.0000 90.0000 90.0000
