LAMMPS (10 Sep 2025)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (13.349999 13.349999 13.349999)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.001 seconds
CUDA found, setting device type to torch::kCUDA.
Loading MACE model from "ar_finetune_epoch1.model-lammps.pt" ... finished.
  - The torch_float_dtype is: Float
  - The r_max is: 6.
  - The model has: 2 layers.
  - The MACE model atomic numbers are: 18.
  - The pair_coeff atomic numbers are: 18.
  - Mapping LAMMPS type 1 (Ar) to MACE type 1.
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     59360   29.68          108.6958       192.62622      4.1515669      196.77779      300.16747      157185.07      2379.2701      3.0110926    
     59370   29.685         109.50159      192.6656       4.1185191      196.78412      297.77804      157258.65      2379.2701      3.0110926    
     59380   29.69          110.3129       192.67047      4.1199509      196.79042      297.88156      157282.69      2379.2701      3.0110926    
     59390   29.695         111.11798      192.64468      4.1520778      196.79675      300.20441      157260.34      2379.2701      3.0110926    
     59400   29.7           111.92403      192.59324      4.2097415      196.80298      304.37362      157197.83      2379.2701      3.0110926    
     59410   29.705         112.73015      192.52122      4.287685       196.8089       310.00911      157102.06      2379.2701      3.0110926    
     59420   29.71          113.53832      192.43361      4.3805279      196.81413      316.72186      156980.21      2379.2701      3.0110926    
     59430   29.715         114.34452      192.33625      4.4819298      196.81818      324.05344      156841.04      2379.2701      3.0110926    
     59440   29.72          115.15394      192.23672      4.5837465      196.82047      331.41501      156696.58      2379.2701      3.0110926    
     59450   29.725         115.96327      192.14443      4.6759687      196.82039      338.08288      156560.56      2379.2701      3.0110926    
     59460   29.73          116.7697       192.0695       4.7478338      196.81733      343.27889      156447.19      2379.2701      3.0110926    
     59470   29.735         117.57699      192.02095      4.7898563      196.8108       346.3172       156366.97      2379.2701      3.0110926    
     59480   29.74          118.38347      192.00456      4.7959938      196.80056      346.76096      156327.32      2379.2701      3.0110926    
     59490   29.745         119.18969      192.02158      4.7650108      196.78659      344.52082      156330.22      2379.2701      3.0110926    
     59500   29.75          119.99672      192.06862      4.7005661      196.76919      339.86133      156372.71      2379.2701      3.0110926    
     59510   29.755         120.8026       192.13861      4.6102606      196.74887      333.33204      156446.66      2379.2701      3.0110926    
     59520   29.76          121.60664      192.22208      4.5042064      196.72629      325.66409      156540.01      2379.2701      3.0110926    
     59530   29.765         122.4131       192.30859      4.3935776      196.70216      317.66538      156637.9       2379.2701      3.0110926    
     59540   29.77          123.21923      192.38788      4.2892549      196.67713      310.12261      156725.98      2379.2701      3.0110926    
     59550   29.775         124.02485      192.45133      4.2004135      196.65174      303.69918      156792.52      2379.2701      3.0110926    
     59560   29.78          124.83083      192.49339      4.1329582      196.62635      298.82202      156830.51      2379.2701      3.0110926    
     59570   29.785         125.63718      192.51302      4.0881514      196.60117      295.58239      156839.67      2379.2701      3.0110926    
     59580   29.79          126.44533      192.51414      4.0621716      196.57631      293.70399      156826.78      2379.2701      3.0110926    
     59590   29.795         127.25276      192.50464      4.0471853      196.55182      292.62045      156803.27      2379.2701      3.0110926    
     59600   29.8           128.06119      192.49392      4.0338338      196.52776      291.65511      156782.57      2379.2701      3.0110926    
     59610   29.805         128.86939      192.48996      4.0142546      196.50421      290.23949      156775.36      2379.2701      3.0110926    
     59620   29.81          129.68102      192.49687      3.9844352      196.4813       288.08348      156787.79      2379.2701      3.0110926    
     59630   29.815         130.48942      192.5141       3.9451443      196.45925      285.24266      156818.89      2379.2701      3.0110926    
     59640   29.82          131.29715      192.53677      3.9014767      196.43825      282.0854       156860.97      2379.2701      3.0110926    
     59650   29.825         132.10298      192.55699      3.8615241      196.41852      279.19673      156901.91      2379.2701      3.0110926    
     59660   29.83          132.91096      192.56553      3.8345871      196.40012      277.24913      156927.8       2379.2701      3.0110926    
     59670   29.835         133.71918      192.55397      3.829131       196.38311      276.85464      156924.85      2379.2701      3.0110926    
     59680   29.84          134.52584      192.51666      3.8507026      196.36736      278.41431      156883.24      2379.2701      3.0110926    
     59690   29.845         135.3098       192.45242      3.9002532      196.35267      281.99693      156799.58      2379.2701      3.0110926    
     59700   29.85          136.10697      192.36525      3.9734766      196.33873      287.29115      156677.67      2379.2701      3.0110926    
     59710   29.855         136.91206      192.26351      4.0616036      196.32511      293.66292      156527.69      2379.2701      3.0110926    
     59720   29.86          137.71836      192.15782      4.1535603      196.31139      300.3116       156363.4       2379.2701      3.0110926    
     59730   29.865         138.52462      192.05829      4.238751       196.29704      306.47107      156198.74      2379.2701      3.0110926    
     59740   29.87          139.33005      191.97224      4.3093951      196.28164      311.5788       156045.59      2379.2701      3.0110926    
     59750   29.875         140.13762      191.90318      4.3615566      196.26474      315.35019      155912.13      2379.2701      3.0110926    
     59760   29.88          140.94266      191.85142      4.3946467      196.24607      317.74267      155802.36      2379.2701      3.0110926    
     59770   29.885         141.74907      191.8155       4.4098673      196.22536      318.84316      155718.75      2379.2701      3.0110926    
     59780   29.89          142.55379      191.79405      4.4084468      196.2025       318.74046      155663.73      2379.2701      3.0110926    
     59790   29.895         143.36205      191.78698      4.3904423      196.17742      317.43869      155640.01      2379.2701      3.0110926    
     59800   29.9           144.16593      191.7957       4.3545264      196.15022      314.84189      155650.41      2379.2701      3.0110926    
     59810   29.905         144.9725       191.82232      4.2987518      196.12107      310.80927      155695.94      2379.2701      3.0110926    
     59820   29.91          145.77962      191.86835      4.2219888      196.09034      305.25913      155775.06      2379.2701      3.0110926    
     59830   29.915         146.58486      191.93293      4.1255855      196.05851      298.28895      155882.07      2379.2701      3.0110926    
     59840   29.92          147.39071      192.01143      4.0147386      196.02617      290.27448      156006.38      2379.2701      3.0110926    
     59850   29.925         148.19793      192.09493      3.8990179      195.99395      281.90762      156133.08      2379.2701      3.0110926    
     59860   29.93          149.0042       192.17084      3.7915315      195.96237      274.13611      156242.84      2379.2701      3.0110926    
     59870   29.935         149.81363      192.22526      3.7065225      195.93178      267.98977      156316.5       2379.2701      3.0110926    
     59880   29.94          150.62109      192.24654      3.6557999      195.90234      264.32242      156338.73      2379.2701      3.0110926    
     59890   29.945         151.42623      192.22884      3.6451097      195.87395      263.54949      156302.25      2379.2701      3.0110926    
     59900   29.95          152.2288       192.17451      3.6718621      195.84637      265.48375      156210.96      2379.2701      3.0110926    
     59910   29.955         153.03297      192.094        3.7252667      195.81927      269.34502      156079.77      2379.2701      3.0110926    
     59920   29.96          153.84007      192.00329      3.7890003      195.79229      273.9531       155930.7       2379.2701      3.0110926    
     59930   29.965         154.6468       191.91956      3.8455318      195.76509      278.04046      155787.96      2379.2701      3.0110926    
     59940   29.97          155.45278      191.85689      3.8806259      195.73751      280.57783      155672.6       2379.2701      3.0110926    
     59950   29.975         156.25842      191.82294      3.8865533      195.7095       281.0064       155596.33      2379.2701      3.0110926    
     59960   29.98          157.06259      191.81802      3.8631266      195.68115      279.3126       155561.96      2379.2701      3.0110926    
     59970   29.985         157.86794      191.83615      3.8165407      195.65269      275.94434      155563.27      2379.2701      3.0110926    
     59980   29.99          158.67283      191.86753      3.7568432      195.62438      271.62807      155588.66      2379.2701      3.0110926    
     59990   29.995         159.47976      191.90121      3.6952876      195.5965       267.17747      155622.67      2379.2701      3.0110926    
     60000   30             160.28626      191.92669      3.6425286      195.56922      263.36288      155649.66      2379.2701      3.0110926    
Loop time of 160.286 on 1 procs for 2000 steps with 108 atoms

Performance: 0.539 ns/day, 44.524 hours/ns, 12.478 timesteps/s, 1.348 katom-step/s
100.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 160.23     | 160.23     | 160.23     |   0.0 | 99.96
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.022419   | 0.022419   | 0.022419   |   0.0 |  0.01
Output  | 0.02635    | 0.02635    | 0.02635    |   0.0 |  0.02
Modify  | 0.0049182  | 0.0049182  | 0.0049182  |   0.0 |  0.00
Other   |            | 0.002733   |            |       |  0.00

Nlocal:            108 ave         108 max         108 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           3322 ave        3322 max        3322 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:        57820 ave       57820 max       57820 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 57820
Ave neighs/atom = 535.37037
Neighbor list builds = 0
Dangerous builds = 0
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 60000
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     60000   30             0              191.92669      3.6425286      195.56922      263.36288      155649.63      2379.2701      3.0110926    
     60010   30.005         0.80733657     191.93485      3.6077833      195.54263      260.85071      155654.49      2379.2701      3.0110926    
     60020   30.01          1.6145112      191.91834      3.5983425      195.51668      260.16812      155625.09      2379.2701      3.0110926    
     60030   30.015         2.4209757      191.8724       3.6187826      195.49119      261.64598      155554.77      2379.2701      3.0110926    
     60040   30.02          3.2268718      191.79607      3.669741       195.46581      265.33039      155442         2379.2701      3.0110926    
     60050   30.025         4.0333773      191.69337      3.7467297      195.4401       270.89685      155292.61      2379.2701      3.0110926    
     60060   30.03          4.8385899      191.57375      3.8397367      195.41349      277.62145      155119.46      2379.2701      3.0110926    
     60070   30.035         5.6422138      191.45121      3.9341672      195.38537      284.44899      154940.53      2379.2701      3.0110926    
     60080   30.04          6.4482448      191.34202      4.0131765      195.35519      290.16154      154776.42      2379.2701      3.0110926    
     60090   30.045         7.2536041      191.26163      4.0608951      195.32253      293.6117       154645.86      2379.2701      3.0110926    
     60100   30.05          8.0586258      191.22154      4.0656924      195.28724      293.95855      154563.08      2379.2701      3.0110926    
     60110   30.055         8.8647155      191.227        4.0225362      195.24953      290.83826      154535.6       2379.2701      3.0110926    
     60120   30.06          9.6702874      191.27623      3.9338069      195.21003      284.42294      154563.57      2379.2701      3.0110926    
     60130   30.065         10.475537      191.36117      3.8084648      195.16964      275.36043      154640.05      2379.2701      3.0110926    
     60140   30.07          11.282648      191.46946      3.6599895      195.12945      264.62533      154753.08      2379.2701      3.0110926    
     60150   30.075         12.088917      191.58676      3.503765       195.09053      253.32996      154887.07      2379.2701      3.0110926    
     60160   30.08          12.897854      191.69922      3.3545928      195.05381      242.54448      155025.24      2379.2701      3.0110926    
     60170   30.085         13.707305      191.79515      3.224792       195.01994      233.1596       155152.42      2379.2701      3.0110926    
     60180   30.09          14.517273      191.86629      3.123052       194.98934      225.80357      155255.54      2379.2701      3.0110926    
     60190   30.095         15.325005      191.9082       3.0540019      194.96221      220.81109      155325.81      2379.2701      3.0110926    
     60200   30.1           16.135499      191.92015      3.0184052      194.93856      218.23738      155358.69      2379.2701      3.0110926    
     60210   30.105         16.947084      191.90453      3.0138662      194.91839      217.90919      155353.37      2379.2701      3.0110926    
     60220   30.11          17.757122      191.86578      3.0358709      194.90165      219.50018      155312.13      2379.2701      3.0110926    
     60230   30.115         18.565593      191.80937      3.0789055      194.88827      222.61168      155239.74      2379.2701      3.0110926    
     60240   30.12          19.376316      191.74084      3.1374034      194.87824      226.84121      155142.6       2379.2701      3.0110926    
     60250   30.125         20.18608       191.66516      3.2063902      194.87155      231.82911      155027.8       2379.2701      3.0110926    
     60260   30.13          20.992961      191.58635      3.281827       194.86818      237.28335      154902.74      2379.2701      3.0110926    
     60270   30.135         21.801111      191.50743      3.3606754      194.8681       242.98426      154774.95      2379.2701      3.0110926    
     60280   30.14          22.610106      191.43068      3.4406697      194.87135      248.76803      154651.17      2379.2701      3.0110926    
     60290   30.145         23.418395      191.35808      3.5198134      194.87789      254.49029      154537.78      2379.2701      3.0110926    
     60300   30.15          24.227957      191.29198      3.5957608      194.88774      259.98146      154440.57      2379.2701      3.0110926    
     60310   30.155         25.03445       191.23551      3.6653604      194.90087      265.01366      154364.93      2379.2701      3.0110926    
     60320   30.16          25.843315      191.19268      3.7245992      194.91728      269.29676      154315.99      2379.2701      3.0110926    
     60330   30.165         26.649871      191.16793      3.7690292      194.93696      272.50915      154299.14      2379.2701      3.0110926    
     60340   30.17          27.456525      191.16531      3.7945892      194.9599       274.35719      154317.77      2379.2701      3.0110926    
     60350   30.175         28.263892      191.18747      3.7986395      194.98611      274.65004      154373.46      2379.2701      3.0110926    
     60360   30.18          29.07173       191.23467      3.7809324      195.0156       273.36978      154463.91      2379.2701      3.0110926    
     60370   30.185         29.88023       191.30424      3.7441812      195.04842      270.71258      154583.38      2379.2701      3.0110926    
     60380   30.19          30.687696      191.39069      3.6939252      195.08462      267.07896      154722.76      2379.2701      3.0110926    
     60390   30.195         31.496016      191.48663      3.637642       195.12428      263.00956      154871.31      2379.2701      3.0110926    
     60400   30.2           32.305337      191.58403      3.5833832      195.16741      259.08653      155018.35      2379.2701      3.0110926    
     60410   30.205         33.114457      191.6756       3.5384207      195.21403      255.83564      155154.94      2379.2701      3.0110926    
     60420   30.21          33.923992      191.75568      3.5082785      195.26396      253.65629      155274.55      2379.2701      3.0110926    
     60430   30.215         34.733541      191.82071      3.4962048      195.31692      252.78334      155374.54      2379.2701      3.0110926    
     60440   30.22          35.542738      191.86954      3.5028712      195.37241      253.26534      155454.76      2379.2701      3.0110926    
     60450   30.225         36.352258      191.90356      3.526104       195.42966      254.94512      155518.32      2379.2701      3.0110926    
     60460   30.23          37.161632      191.92693      3.5607692      195.4877       257.45149      155571.2       2379.2701      3.0110926    
     60470   30.235         37.970268      191.94616      3.5992231      195.54539      260.23179      155621.19      2379.2701      3.0110926    
     60480   30.24          38.778289      191.96882      3.6326782      195.6015       262.65067      155676.96      2379.2701      3.0110926    
     60490   30.245         39.586038      192.00159      3.6533817      195.65497      264.14758      155745.52      2379.2701      3.0110926    
     60500   30.25          40.39512       192.04798      3.6569765      195.70495      264.40749      155830.1       2379.2701      3.0110926    
     60510   30.255         41.205685      192.10686      3.6442238      195.75109      263.48544      155928.53      2379.2701      3.0110926    
     60520   30.26          42.016338      192.17189      3.6214748      195.79336      261.84064      156032.27      2379.2701      3.0110926    
     60530   30.265         42.824898      192.23242      3.5997307      195.83215      260.26849      156128.15      2379.2701      3.0110926    
     60540   30.27          43.635636      192.27551      3.5925357      195.86805      259.74828      156200.55      2379.2701      3.0110926    
     60550   30.275         44.443281      192.2886       3.6131864      195.90179      261.24137      156234.32      2379.2701      3.0110926    
     60560   30.28          45.25138       192.26215      3.6718229      195.93397      265.48092      156217.97      2379.2701      3.0110926    
     60570   30.285         46.059682      192.19219      3.7729707      195.96516      272.79413      156145.62      2379.2701      3.0110926    
     60580   30.29          46.867018      192.08157      3.9140353      195.99561      282.99341      156019.37      2379.2701      3.0110926    
     60590   30.295         47.673377      191.9402       4.0851216      196.02532      295.36332      155849.49      2379.2701      3.0110926    
     60600   30.3           48.480934      191.78365      4.2702992      196.05395      308.75208      155654.1       2379.2701      3.0110926    
     60610   30.305         49.2878        191.63077      4.4501165      196.08089      321.75327      155455.97      2379.2701      3.0110926    
     60620   30.31          50.094242      191.5005       4.6048638      196.10536      332.94184      155279.53      2379.2701      3.0110926    
     60630   30.315         50.899406      191.40867      4.7179015      196.12657      341.11472      155147.1       2379.2701      3.0110926    
     60640   30.32          51.707827      191.36558      4.7783236      196.14391      345.48337      155075.52      2379.2701      3.0110926    
     60650   30.325         52.515842      191.37474      4.7823239      196.15707      345.77259      155073.81      2379.2701      3.0110926    
     60660   30.33          53.323997      191.43319      4.7329449      196.16614      342.20238      155142.52      2379.2701      3.0110926    
     60670   30.335         54.128966      191.53318      4.6383936      196.17157      335.36612      155275.34      2379.2701      3.0110926    
     60680   30.34          54.936464      191.66451      4.509581       196.17409      326.05268      155461.12      2379.2701      3.0110926    
     60690   30.345         55.742947      191.81682      4.3577746      196.17459      315.07675      155686.57      2379.2701      3.0110926    
     60700   30.35          56.551766      191.98087      4.1931445      196.17402      303.17362      155936.9       2379.2701      3.0110926    
     60710   30.355         57.359964      192.14871      4.0245238      196.17324      290.98197      156197.44      2379.2701      3.0110926    
     60720   30.36          58.167298      192.31298      3.860103       196.17309      279.09398      156453.84      2379.2701      3.0110926    
     60730   30.365         58.975384      192.46589      3.7083628      196.17425      268.12283      156691.35      2379.2701      3.0110926    
     60740   30.37          59.786058      192.59876      3.578546       196.1773       258.73679      156895.71      2379.2701      3.0110926    
     60750   30.375         60.595698      192.70238      3.4802891      196.18267      251.6326       157053.07      2379.2701      3.0110926    
     60760   30.38          61.40699       192.76828      3.4224331      196.19071      247.44948      157151.81      2379.2701      3.0110926    
     60770   30.385         62.219036      192.79036      3.4113393      196.2017       246.64738      157184.79      2379.2701      3.0110926    
     60780   30.39          63.03109       192.76664      3.4491924      196.21583      249.38424      157150.83      2379.2701      3.0110926    
     60790   30.395         63.844026      192.70049      3.5327622      196.23325      255.42652      157056.48      2379.2701      3.0110926    
     60800   30.4           64.654983      192.60097      3.6529676      196.25394      264.11764      156916.42      2379.2701      3.0110926    
     60810   30.405         65.465215      192.4823       3.7954335      196.27774      274.41824      156752.03      2379.2701      3.0110926    
     60820   30.41          66.276044      192.36215      3.9420936      196.30424      285.02209      156589         2379.2701      3.0110926    
     60830   30.415         67.087157      192.259        4.0737699      196.33277      294.54257      156453.11      2379.2701      3.0110926    
     60840   30.42          67.899719      192.18909      4.173461       196.36255      301.75046      156366.63      2379.2701      3.0110926    
     60850   30.425         68.71244       192.163        4.2297746      196.39277      305.82206      156343.59      2379.2701      3.0110926    
     60860   30.43          69.522887      192.18314      4.2396496      196.42279      306.53604      156387.04      2379.2701      3.0110926    
     60870   30.435         70.335351      192.24267      4.2095052      196.45218      304.35654      156487.22      2379.2701      3.0110926    
     60880   30.44          71.146483      192.32658      4.1542743      196.48085      300.36322      156623.12      2379.2701      3.0110926    
     60890   30.445         71.958547      192.41458      4.0943355      196.50891      296.02951      156766.7       2379.2701      3.0110926    
     60900   30.45          72.768731      192.48574      4.0509925      196.53673      292.89572      156888.41      2379.2701      3.0110926    
     60910   30.455         73.57835       192.52299      4.0416189      196.56461      292.21799      156963.44      2379.2701      3.0110926    
     60920   30.46          74.386262      192.51713      4.0757475      196.59287      294.68556      156976.75      2379.2701      3.0110926    
     60930   30.465         75.195576      192.46848      4.1531289      196.62161      300.28041      156926.47      2379.2701      3.0110926    
     60940   30.47          76.004913      192.38659      4.2641324      196.65072      308.3062       156823.82      2379.2701      3.0110926    
     60950   30.475         76.813522      192.28765      4.3921033      196.67975      317.55878      156690.88      2379.2701      3.0110926    
     60960   30.48          77.626321      192.19118      4.5168575      196.70804      326.57879      156556.01      2379.2701      3.0110926    
     60970   30.485         78.437308      192.11623      4.6185215      196.73476      333.92932      156448.38      2379.2701      3.0110926    
     60980   30.49          79.247829      192.07796      4.6811465      196.75911      338.45724      156391.64      2379.2701      3.0110926    
     60990   30.495         80.058906      192.08482      4.6956412      196.78046      339.50524      156399.39      2379.2701      3.0110926    
     61000   30.5           80.866982      192.13697      4.6615889      196.79856      337.04319      156473.02      2379.2701      3.0110926    
     61010   30.505         81.677887      192.22598      4.587546       196.81353      331.68972      156601.08      2379.2701      3.0110926    
     61020   30.51          82.486712      192.33615      4.4896169      196.82576      324.60923      156761.69      2379.2701      3.0110926    
     61030   30.515         83.298715      192.44745      4.3884329      196.83588      317.2934       156926.26      2379.2701      3.0110926    
     61040   30.52          84.108461      192.5395       4.3050211      196.84452      311.26255      157065.4       2379.2701      3.0110926    
     61050   30.525         84.920361      192.59588      4.2563405      196.85222      307.74283      157155.1       2379.2701      3.0110926    
     61060   30.53          85.732243      192.60786      4.2514677      196.85933      307.39052      157181.29      2379.2701      3.0110926    
     61070   30.535         86.544257      192.57645      4.2895007      196.86595      310.14039      157143.54      2379.2701      3.0110926    
     61080   30.54          87.359675      192.51195      4.3600188      196.87197      315.23901      157054.45      2379.2701      3.0110926    
     61090   30.545         88.173707      192.43077      4.4462601      196.87703      321.47444      156935.25      2379.2701      3.0110926    
     61100   30.55          88.985442      192.35056      4.5300898      196.88065      327.53551      156810.3       2379.2701      3.0110926    
     61110   30.555         89.796717      192.28532      4.5969527      196.88228      332.36985      156701.1       2379.2701      3.0110926    
     61120   30.56          90.607058      192.2425       4.6389526      196.88145      335.40653      156621.88      2379.2701      3.0110926    
     61130   30.565         91.421116      192.22271      4.6551415      196.87786      336.57703      156577.93      2379.2701      3.0110926    
     61140   30.57          92.23322       192.22185      4.6494829      196.87133      336.1679       156567.08      2379.2701      3.0110926    
     61150   30.575         93.046954      192.23394      4.6279193      196.86185      334.6088       156582.08      2379.2701      3.0110926    
     61160   30.58          93.858491      192.25343      4.596083       196.84951      332.30696      156614.48      2379.2701      3.0110926    
     61170   30.585         94.673488      192.27604      4.5584176      196.83446      329.58368      156655.96      2379.2701      3.0110926    
     61180   30.59          95.486502      192.29839      4.5184644      196.81685      326.69497      156699.05      2379.2701      3.0110926    
     61190   30.595         96.301247      192.31745      4.479441       196.79689      323.87349      156738.02      2379.2701      3.0110926    
     61200   30.6           97.105363      192.33041      4.4443049      196.77471      321.33307      156768.12      2379.2701      3.0110926    
     61210   30.605         97.919427      192.33546      4.4150036      196.75046      319.21453      156786.75      2379.2701      3.0110926    
     61220   30.61          98.733301      192.33296      4.3912678      196.72423      317.49837      156794.36      2379.2701      3.0110926    
     61230   30.615         99.547743      192.32636      4.3697348      196.69609      315.94149      156794.19      2379.2701      3.0110926    
     61240   30.62          100.36125      192.32204      4.3441376      196.66618      314.09076      156793.16      2379.2701      3.0110926    
     61250   30.625         101.17674      192.32791      4.3067839      196.63469      311.39         156799.44      2379.2701      3.0110926    
     61260   30.63          101.99141      192.35108      4.2508953      196.60198      307.34913      156821.03      2379.2701      3.0110926    
     61270   30.635         102.80337      192.39564      4.1729316      196.56857      301.71218      156862.38      2379.2701      3.0110926    
     61280   30.64          103.61709      192.46104      4.0741007      196.53514      294.56649      156923.32      2379.2701      3.0110926    
     61290   30.645         104.43068      192.54166      3.9607357      196.50239      286.36995      156998.11      2379.2701      3.0110926    
     61300   30.65          105.24452      192.62743      3.8436512      196.47108      277.90448      157075.91      2379.2701      3.0110926    
     61310   30.655         106.05992      192.70503      3.7367034      196.44173      270.17192      157142.51      2379.2701      3.0110926    
     61320   30.66          106.87494      192.76002      3.6546866      196.4147       264.24193      157181.97      2379.2701      3.0110926    
     61330   30.665         107.69118      192.77943      3.610678       196.39011      261.06         157180.51      2379.2701      3.0110926    
     61340   30.67          108.50703      192.75469      3.6131467      196.36783      261.2385       157128.86      2379.2701      3.0110926    
     61350   30.675         109.32353      192.68407      3.6635434      196.34761      264.88229      157025.36      2379.2701      3.0110926    
     61360   30.68          110.13973      192.57372      3.7553065      196.32903      271.51697      156876.76      2379.2701      3.0110926    
     61370   30.685         110.95361      192.43671      3.8748752      196.31159      280.16205      156697.6       2379.2701      3.0110926    
     61380   30.69          111.76862      192.29026      4.0044737      196.29474      289.5323       156506.74      2379.2701      3.0110926    
     61390   30.695         112.5752       192.15216      4.1257657      196.27792      298.30198      156324.37      2379.2701      3.0110926    
     61400   30.7           113.37059      192.03723      4.2233834      196.26061      305.35996      156168.05      2379.2701      3.0110926    
     61410   30.705         114.16589      191.95478      4.2876124      196.24239      310.00386      156049.35      2379.2701      3.0110926    
     61420   30.71          114.95876      191.90723      4.3158064      196.22304      312.04235      155972.04      2379.2701      3.0110926    
     61430   30.715         115.75328      191.89025      4.3122476      196.2025       311.78504      155932.18      2379.2701      3.0110926    
     61440   30.72          116.5442       191.89456      4.286321       196.18088      309.91049      155920.14      2379.2701      3.0110926    
     61450   30.725         117.33676      191.90905      4.2492948      196.15835      307.23341      155923.9       2379.2701      3.0110926    
     61460   30.73          118.13028      191.92443      4.2106792      196.13511      304.44142      155932.59      2379.2701      3.0110926    
     61470   30.735         118.92343      191.93574      4.1755711      196.11131      301.90302      155939.72      2379.2701      3.0110926    
     61480   30.74          119.71776      191.94309      4.1440171      196.08711      299.6216       155944.15      2379.2701      3.0110926    
     61490   30.745         120.51269      191.95022      4.1124026      196.06262      297.33581      155948.69      2379.2701      3.0110926    
     61500   30.75          121.30525      191.96201      4.0759793      196.03799      294.70232      155957.54      2379.2701      3.0110926    
     61510   30.755         122.1005       191.98197      4.0314691      196.01344      291.48413      155973.73      2379.2701      3.0110926    
     61520   30.76          122.89613      192.01021      3.9789963      195.9892       287.69024      155996.63      2379.2701      3.0110926    
     61530   30.765         123.69456      192.04261      3.92295        195.96556      283.63796      156021.7       2379.2701      3.0110926    
     61540   30.77          124.48895      192.07125      3.8714801      195.94273      279.91657      156040.43      2379.2701      3.0110926    
     61550   30.775         125.28379      192.08642      3.8344439      195.92087      277.23878      156042.57      2379.2701      3.0110926    
     61560   30.78          126.07768      192.0799       3.8200886      195.89999      276.20085      156019.94      2379.2701      3.0110926    
     61570   30.785         126.87465      192.04852      3.8315091      195.88003      277.02659      155969.64      2379.2701      3.0110926    
     61580   30.79          127.66809      191.99639      3.8643922      195.86078      279.40411      155897.44      2379.2701      3.0110926    
     61590   30.795         128.46392      191.9347       3.9072795      195.84198      282.50495      155815.9       2379.2701      3.0110926    
     61600   30.8           129.26134      191.87884      3.9445769      195.82342      285.20164      155742.75      2379.2701      3.0110926    
     61610   30.805         130.05673      191.84361      3.9613269      195.80494      286.41269      155694.67      2379.2701      3.0110926    
     61620   30.81          130.85132      191.83849      3.9480216      195.78651      285.4507       155682.16      2379.2701      3.0110926    
     61630   30.815         131.64498      191.8645       3.9037822      195.76828      282.25209      155705.99      2379.2701      3.0110926    
     61640   30.82          132.44012      191.91355      3.8369258      195.75048      277.41822      155755.81      2379.2701      3.0110926    
     61650   30.825         133.24341      191.97056      3.7628697      195.73343      272.0638       155813.89      2379.2701      3.0110926    
     61660   30.83          134.04851      192.01726      3.7000902      195.71735      267.52471      155858.18      2379.2701      3.0110926    
     61670   30.835         134.85371      192.03705      3.6653307      195.70238      265.01152      155868.69      2379.2701      3.0110926    
     61680   30.84          135.65971      192.01909      3.6693886      195.68847      265.30491      155831.55      2379.2701      3.0110926    
     61690   30.845         136.46577      191.96092      3.7145595      195.67548      268.57086      155742.84      2379.2701      3.0110926    
     61700   30.85          137.2703       191.8688       3.794245       195.66305      274.3323       155609.27      2379.2701      3.0110926    
     61710   30.855         138.07532      191.75618      3.8945702      195.65075      281.58604      155447.51      2379.2701      3.0110926    
     61720   30.86          138.88021      191.64069      3.9973503      195.63804      289.01727      155280.4       2379.2701      3.0110926    
     61730   30.865         139.68519      191.54073      4.0835817      195.62431      295.25199      155132.65      2379.2701      3.0110926    
     61740   30.87          140.49121      191.47225      4.136774       195.60902      299.09791      155026.5       2379.2701      3.0110926    
     61750   30.875         141.29614      191.44612      4.1456946      195.59182      299.74289      154977.93      2379.2701      3.0110926    
     61760   30.88          142.10049      191.46625      4.1062902      195.57254      296.89386      154993.33      2379.2701      3.0110926    
