LAMMPS (10 Sep 2025)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (13.349999 13.349999 13.349999)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.001 seconds
CUDA found, setting device type to torch::kCUDA.
Loading MACE model from "ar_finetune_epoch1.model-lammps.pt" ... finished.
  - The torch_float_dtype is: Float
  - The r_max is: 6.
  - The model has: 2 layers.
  - The MACE model atomic numbers are: 18.
  - The pair_coeff atomic numbers are: 18.
  - Mapping LAMMPS type 1 (Ar) to MACE type 1.
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     20100   10.05          8.0832882      192.19896      4.4437862      196.64275      321.29557      156362.13      2379.2701      3.0110926    
     20110   10.055         8.8942302      192.28126      4.3655254      196.64678      315.63714      156467.71      2379.2701      3.0110926    
     20120   10.06          9.7039728      192.40367      4.2460007      196.64967      306.99524      156636.49      2379.2701      3.0110926    
     20130   10.065         10.513304      192.55703      4.0950369      196.65206      296.08023      156855.59      2379.2701      3.0110926    
     20140   10.07          11.321954      192.72436      3.930335       196.6547       284.17192      157100.64      2379.2701      3.0110926    
     20150   10.075         12.128455      192.88305      3.7752534      196.65831      272.95917      157339.36      2379.2701      3.0110926    
     20160   10.08          12.936344      193.00913      3.6544632      196.66359      264.22578      157537.85      2379.2701      3.0110926    
     20170   10.085         13.74604       193.08237      3.588736       196.6711       259.47355      157667.04      2379.2701      3.0110926    
     20180   10.09          14.556425      193.09059      3.5907237      196.68131      259.61726      157708.3       2379.2701      3.0110926    
     20190   10.095         15.366605      193.03144      3.6631376      196.69458      264.85295      157655.76      2379.2701      3.0110926    
     20200   10.1           16.178023      192.9117       3.7994343      196.71113      274.7075       157517.41      2379.2701      3.0110926    
     20210   10.105         16.987702      192.74508      3.9859584      196.73104      288.19361      157311.85      2379.2701      3.0110926    
     20220   10.11          17.797021      192.54973      4.2043168      196.75405      303.98141      157064.28      2379.2701      3.0110926    
     20230   10.115         18.605873      192.34605      4.4334979      196.77955      320.55171      156803.34      2379.2701      3.0110926    
     20240   10.12          19.413894      192.15458      4.6519859      196.80657      336.34887      156557.59      2379.2701      3.0110926    
     20250   10.125         20.220455      191.99366      4.8401487      196.83381      349.95346      156352.88      2379.2701      3.0110926    
     20260   10.13          21.029072      191.87719      4.9826907      196.85988      360.25956      156209.36      2379.2701      3.0110926    
     20270   10.135         21.836002      191.81287      5.0705469      196.88342      366.61175      156138.9       2379.2701      3.0110926    
     20280   10.14          22.645468      191.80177      5.1015905      196.90336      368.85628      156142.94      2379.2701      3.0110926    
     20290   10.145         23.451849      191.83907      5.0799343      196.91901      367.29049      156214.25      2379.2701      3.0110926    
     20300   10.15          24.260655      191.91588      5.0141695      196.93004      362.53554      156339.33      2379.2701      3.0110926    
     20310   10.155         25.067145      192.02124      4.9153257      196.93657      355.38892      156500.79      2379.2701      3.0110926    
     20320   10.16          25.872296      192.14352      4.7953771      196.9389       346.71637      156680.13      2379.2701      3.0110926    
     20330   10.165         26.679726      192.27096      4.6665676      196.93753      337.40316      156858.36      2379.2701      3.0110926    
     20340   10.17          27.48666       192.39191      4.541089       196.933        328.33078      157017.54      2379.2701      3.0110926    
     20350   10.175         28.295293      192.49545      4.4303708      196.92582      320.32561      157142.53      2379.2701      3.0110926    
     20360   10.18          29.102206      192.57268      4.3437028      196.91638      314.05932      157222.66      2379.2701      3.0110926    
     20370   10.185         29.91066       192.61827      4.2866266      196.9049       309.93259      157252.59      2379.2701      3.0110926    
     20380   10.19          30.717608      192.63158      4.2598496      196.89143      307.99655      157234.51      2379.2701      3.0110926    
     20390   10.195         31.52479       192.61672      4.259128       196.87585      307.94437      157176.8       2379.2701      3.0110926    
     20400   10.2           32.330088      192.58183      4.2760786      196.85791      309.16994      157092.96      2379.2701      3.0110926    
     20410   10.205         33.139564      192.53769      4.2996038      196.83729      310.87087      156999.69      2379.2701      3.0110926    
     20420   10.21          33.946552      192.49606      4.3176222      196.81369      312.17363      156915.52      2379.2701      3.0110926    
     20430   10.215         34.75109       192.46796      4.318951       196.78691      312.26971      156855.93      2379.2701      3.0110926    
     20440   10.22          35.556635      192.46177      4.295269       196.75704      310.55745      156832.41      2379.2701      3.0110926    
     20450   10.225         36.363983      192.48146      4.2429183      196.72438      306.77238      156849.33      2379.2701      3.0110926    
     20460   10.23          37.170568      192.52553      4.1640192      196.68954      301.0678       156903.36      2379.2701      3.0110926    
     20470   10.235         37.97761       192.58699      4.0663315      196.65333      294.00476      156983.9       2379.2701      3.0110926    
     20480   10.24          38.785317      192.65491      3.9617129      196.61662      286.44061      157075.65      2379.2701      3.0110926    
     20490   10.245         39.592808      192.71655      3.863657       196.58021      279.35095      157160.09      2379.2701      3.0110926    
     20500   10.25          40.398244      192.75995      3.7847752      196.54473      273.64762      157219.2       2379.2701      3.0110926    
     20510   10.255         41.20474       192.77554      3.7349808      196.51052      270.04737      157237.53      2379.2701      3.0110926    
     20520   10.26          42.011431      192.75709      3.7206583      196.47775      269.01183      157204.16      2379.2701      3.0110926    
     20530   10.265         42.817186      192.70173      3.7446041      196.44634      270.74316      157113.56      2379.2701      3.0110926    
     20540   10.27          43.623759      192.60971      3.8062826      196.416        275.20265      156965.76      2379.2701      3.0110926    
     20550   10.275         44.428835      192.48434      3.9020103      196.38635      282.12397      156766.35      2379.2701      3.0110926    
     20560   10.28          45.235343      192.33193      4.0249324      196.35686      291.01152      156526.34      2379.2701      3.0110926    
     20570   10.285         46.043345      192.16194      4.1649478      196.32688      301.13494      156262.04      2379.2701      3.0110926    
     20580   10.29          46.850705      191.98681      4.3089243      196.29574      311.54476      155994.31      2379.2701      3.0110926    
     20590   10.295         47.657827      191.82114      4.4415871      196.26273      321.13657      155745.49      2379.2701      3.0110926    
     20600   10.3           48.464928      191.68006      4.5472626      196.22733      328.77715      155538.02      2379.2701      3.0110926    
     20610   10.305         49.273995      191.57696      4.6122849      196.18925      333.4784       155390.41      2379.2701      3.0110926    
     20620   10.31          50.077856      191.52108      4.6274947      196.14857      334.5781       155314.39      2379.2701      3.0110926    
     20630   10.315         50.884549      191.51571      4.590113       196.10582      331.87532      155312.25      2379.2701      3.0110926    
     20640   10.32          51.689653      191.55748      4.5043956      196.06187      325.67776      155376.83      2379.2701      3.0110926    
     20650   10.325         52.497567      191.63702      4.3808496      196.01787      316.74512      155492.35      2379.2701      3.0110926    
     20660   10.33          53.300649      191.74075      4.2342627      195.97501      306.14656      155637.23      2379.2701      3.0110926    
     20670   10.335         54.104595      191.85318      4.0811609      195.93434      295.07696      155787.75      2379.2701      3.0110926    
     20680   10.34          54.911655      191.95927      3.937384       195.89665      284.68157      155921.81      2379.2701      3.0110926    
     20690   10.345         55.717058      192.04619      3.8162273      195.86241      275.92167      156020.94      2379.2701      3.0110926    
     20700   10.35          56.522304      192.10457      3.7272167      195.83179      269.48601      156073.52      2379.2701      3.0110926    
     20710   10.355         57.328897      192.12933      3.6753538      195.80468      265.73621      156075         2379.2701      3.0110926    
     20720   10.36          58.138089      192.12015      3.6606954      195.78085      264.67637      156028.46      2379.2701      3.0110926    
     20730   10.365         58.94496       192.08168      3.6783341      195.76002      265.95169      155943.63      2379.2701      3.0110926    
     20740   10.37          59.751059      192.02281      3.7190007      195.74181      268.89197      155835.28      2379.2701      3.0110926    
     20750   10.375         60.559058      191.95544      3.7704634      195.7259       272.61284      155720.72      2379.2701      3.0110926    
     20760   10.38          61.366032      191.89237      3.8196253      195.712        276.16736      155617.72      2379.2701      3.0110926    
     20770   10.385         62.171172      191.84495      3.8549098      195.69986      278.7185       155540.64      2379.2701      3.0110926    
     20780   10.39          62.973886      191.82095      3.8683936      195.68934      279.69341      155498.86      2379.2701      3.0110926    
     20790   10.395         63.77965       191.82316      3.8572241      195.68038      278.88583      155494.69      2379.2701      3.0110926    
     20800   10.4           64.583914      191.84898      3.8240378      195.67302      276.48639      155523.73      2379.2701      3.0110926    
     20810   10.405         65.390074      191.89104      3.7763191      195.66736      273.03622      155575.56      2379.2701      3.0110926    
     20820   10.41          66.194826      191.93866      3.72489        195.66355      269.31778      155635.75      2379.2701      3.0110926    
     20830   10.415         66.999921      191.97978      3.6819269      195.66171      266.21146      155687.8       2379.2701      3.0110926    
     20840   10.42          67.80598       192.00306      3.6588969      195.66195      264.54634      155716.41      2379.2701      3.0110926    
     20850   10.425         68.614319      191.99971      3.6646295      195.66434      264.96082      155710.09      2379.2701      3.0110926    
     20860   10.43          69.42313       191.96526      3.7035923      195.66885      267.77791      155663.95      2379.2701      3.0110926    
     20870   10.435         70.230684      191.90091      3.7745015      195.67541      272.90481      155580.64      2379.2701      3.0110926    
     20880   10.44          71.037854      191.81413      3.8696921      195.68382      279.7873       155470.71      2379.2701      3.0110926    
     20890   10.445         71.843757      191.71789      3.9758761      195.69377      287.46463      155351.4       2379.2701      3.0110926    
     20900   10.45          72.650966      191.6283       4.0765634      195.70486      294.74455      155242.72      2379.2701      3.0110926    
     20910   10.455         73.458671      191.56106      4.1555739      195.71663      300.45719      155164.5       2379.2701      3.0110926    
     20920   10.46          74.268353      191.52818      4.2004593      195.72864      303.7025       155131.74      2379.2701      3.0110926    
     20930   10.465         75.074524      191.53581      4.2047891      195.7406       304.01555      155152.17      2379.2701      3.0110926    
     20940   10.47          75.880988      191.58349      4.1688539      195.75235      301.41736      155225.7       2379.2701      3.0110926    
     20950   10.475         76.690488      191.66509      4.0989353      195.76403      296.36209      155344.53      2379.2701      3.0110926    
     20960   10.48          77.497297      191.77026      4.00562        195.77588      289.61518      155496.08      2379.2701      3.0110926    
     20970   10.485         78.306606      191.88671      3.9016271      195.78834      282.09627      155664.69      2379.2701      3.0110926    
     20980   10.49          79.114107      192.00234      3.7994901      195.80183      274.71154      155834.75      2379.2701      3.0110926    
     20990   10.495         79.92164       192.10742      3.7094358      195.81686      268.20041      155992.28      2379.2701      3.0110926    
     21000   10.5           80.728079      192.19595      3.6378804      195.83383      263.0268       156127.53      2379.2701      3.0110926    
     21010   10.505         81.534785      192.26622      3.5869195      195.85314      259.34221      156236.11      2379.2701      3.0110926    
     21020   10.51          82.341741      192.32015      3.5549896      195.87514      257.03361      156319.02      2379.2701      3.0110926    
     21030   10.515         83.14893       192.36155      3.5385253      195.90008      255.8432       156380.27      2379.2701      3.0110926    
     21040   10.52          83.957322      192.39411      3.5340341      195.92814      255.51849      156425.08      2379.2701      3.0110926    
     21050   10.525         84.764013      192.41965      3.539809       195.95946      255.93602      156456.97      2379.2701      3.0110926    
     21060   10.53          85.568919      192.43739      3.5566638      195.99405      257.15466      156477.66      2379.2701      3.0110926    
     21070   10.535         86.375482      192.44434      3.5875546      196.0319       259.38813      156487.21      2379.2701      3.0110926    
     21080   10.54          87.181586      192.43652      3.6363529      196.07288      262.91636      156484.26      2379.2701      3.0110926    
     21090   10.545         87.988239      192.41054      3.7061964      196.11674      267.9662       156467.75      2379.2701      3.0110926    
     21100   10.55          88.795217      192.36524      3.7978664      196.16311      274.59414      156437.85      2379.2701      3.0110926    
     21110   10.555         89.600634      192.30272      3.908666       196.21138      282.6052       156396.19      2379.2701      3.0110926    
     21120   10.56          90.407         192.22847      4.0322466      196.26071      291.54035      156346.13      2379.2701      3.0110926    
     21130   10.565         91.213427      192.15041      4.1595986      196.31001      300.74818      156292.67      2379.2701      3.0110926    
     21140   10.57          92.022178      192.07709      4.2809848      196.35807      309.52467      156241.43      2379.2701      3.0110926    
     21150   10.575         92.830232      192.01556      4.3881051      196.40366      317.2697       156197.83      2379.2701      3.0110926    
     21160   10.58          93.637902      191.97008      4.4756278      196.44571      323.59779      156165.43      2379.2701      3.0110926    
     21170   10.585         94.442897      191.94186      4.5415144      196.48338      328.36154      156146.91      2379.2701      3.0110926    
     21180   10.59          95.251255      191.93005      4.5861587      196.51621      331.58942      156143.19      2379.2701      3.0110926    
     21190   10.595         96.059073      191.93315      4.6108849      196.54404      333.37717      156155.22      2379.2701      3.0110926    
     21200   10.6           96.867131      191.95031      4.6166249      196.56693      333.79219      156184.62      2379.2701      3.0110926    
     21210   10.605         97.674172      191.98172      4.6034895      196.58521      332.84247      156233.12      2379.2701      3.0110926    
     21220   10.61          98.481874      192.02789      4.5714342      196.59932      330.52481      156301.29      2379.2701      3.0110926    
     21230   10.615         99.287649      192.08827      4.5215451      196.60982      326.91771      156387.77      2379.2701      3.0110926    
     21240   10.62          100.09322      192.16026      4.457074       196.61733      322.25631      156488.22      2379.2701      3.0110926    
     21250   10.625         100.90037      192.23899      4.3835378      196.62253      316.93948      156595.78      2379.2701      3.0110926    
     21260   10.63          101.70934      192.31817      4.3078616      196.62604      311.46792      156701.87      2379.2701      3.0110926    
     21270   10.635         102.51836      192.3913       4.2371233      196.62842      306.35339      156797.65      2379.2701      3.0110926    
     21280   10.64          103.32914      192.45266      4.1774976      196.63016      302.04232      156875.22      2379.2701      3.0110926    
     21290   10.645         104.13819      192.49804      4.1335622      196.6316       298.86569      156929.51      2379.2701      3.0110926    
     21300   10.65          104.94481      192.52526      4.1077458      196.633        296.99911      156958.45      2379.2701      3.0110926    
     21310   10.655         105.75372      192.53476      4.0997494      196.63451      296.42095      156963.5       2379.2701      3.0110926    
     21320   10.66          106.56072      192.52996      4.1061884      196.63615      296.8865       156950.02      2379.2701      3.0110926    
     21330   10.665         107.36697      192.51693      4.1209823      196.63791      297.95613      156926.02      2379.2701      3.0110926    
     21340   10.67          108.17491      192.50295      4.1367763      196.63973      299.09808      156901.52      2379.2701      3.0110926    
     21350   10.675         108.98171      192.49447      4.1470611      196.64153      299.84169      156884.9       2379.2701      3.0110926    
     21360   10.68          109.78909      192.4951       4.1481754      196.64328      299.92226      156881.96      2379.2701      3.0110926    
     21370   10.685         110.59854      192.5046       4.1403604      196.64496      299.35721      156893.58      2379.2701      3.0110926    
     21380   10.69          111.40498      192.51919      4.1274427      196.64664      298.42323      156915.92      2379.2701      3.0110926    
     21390   10.695         112.21269      192.53307      4.1152915      196.64836      297.54468      156942.08      2379.2701      3.0110926    
     21400   10.7           113.01988      192.54047      4.1097229      196.65019      297.14205      156964.66      2379.2701      3.0110926    
     21410   10.705         113.82479      192.53743      4.1147335      196.65217      297.50433      156977.66      2379.2701      3.0110926    
     21420   10.71          114.63333      192.52251      4.1317577      196.65427      298.73522      156976.94      2379.2701      3.0110926    
     21430   10.715         115.4405       192.49635      4.160076       196.65643      300.7827       156960.49      2379.2701      3.0110926    
     21440   10.72          116.24963      192.46057      4.1979281      196.6585       303.51949      156927.36      2379.2701      3.0110926    
     21450   10.725         117.05785      192.41672      4.243606       196.66032      306.8221       156877.56      2379.2701      3.0110926    
     21460   10.73          117.86591      192.36567      4.2959936      196.66166      310.60984      156811.62      2379.2701      3.0110926    
     21470   10.735         118.67253      192.30776      4.3544886      196.66225      314.83916      156730.34      2379.2701      3.0110926    
     21480   10.74          119.48201      192.24324      4.4185008      196.66174      319.46738      156635.64      2379.2701      3.0110926    
     21490   10.745         120.28913      192.17316      4.4866385      196.6598       324.39389      156531.28      2379.2701      3.0110926    
     21500   10.75          121.09636      192.1003       4.555684       196.65598      329.38603      156422.98      2379.2701      3.0110926    
     21510   10.755         121.90565      192.03005      4.6197778      196.64983      334.02015      156319.65      2379.2701      3.0110926    
     21520   10.76          122.70759      191.97046      4.670494       196.64095      337.68705      156232.23      2379.2701      3.0110926    
     21530   10.765         123.50203      191.9307       4.69828        196.62898      339.69604      156171.9       2379.2701      3.0110926    
     21540   10.77          124.29483      191.91875      4.6950217      196.61377      339.46045      156148.09      2379.2701      3.0110926    
     21550   10.775         125.0888       191.93863      4.6567534      196.59539      336.69357      156165.85      2379.2701      3.0110926    
     21560   10.78          125.88416      191.98885      4.5853477      196.5742       331.53078      156222.83      2379.2701      3.0110926    
     21570   10.785         126.68255      192.06225      4.4884795      196.55073      324.527        156309.58      2379.2701      3.0110926    
     21580   10.79          127.47749      192.14783      4.3778573      196.52568      316.52877      156411.62      2379.2701      3.0110926    
     21590   10.795         128.27064      192.23337      4.2663669      196.49974      308.46777      156512.41      2379.2701      3.0110926    
     21600   10.8           129.06637      192.30829      4.165204       196.47349      301.15346      156597.13      2379.2701      3.0110926    
     21610   10.805         129.86657      192.36539      4.0820186      196.44741      295.13898      156654.7       2379.2701      3.0110926    
     21620   10.81          130.6712       192.40131      4.020471       196.42178      290.68895      156678.77      2379.2701      3.0110926    
     21630   10.815         131.47514      192.41596      3.9808152      196.39678      287.82175      156668.17      2379.2701      3.0110926    
     21640   10.82          132.26987      192.41174      3.9607461      196.37249      286.3707       156626.5       2379.2701      3.0110926    
     21650   10.825         133.06551      192.3929       3.9559955      196.3489       286.02723      156562.33      2379.2701      3.0110926    
     21660   10.83          133.86019      192.36514      3.9608209      196.32596      286.37611      156486.36      2379.2701      3.0110926    
     21670   10.835         134.65529      192.33477      3.9688376      196.30361      286.95574      156410.57      2379.2701      3.0110926    
     21680   10.84          135.44744      192.30756      3.9742746      196.28184      287.34884      156346.19      2379.2701      3.0110926    
     21690   10.845         136.23992      192.28749      3.9731352      196.26063      287.26647      156300.59      2379.2701      3.0110926    
     21700   10.85          137.03421      192.27636      3.9636725      196.24003      286.58229      156277.72      2379.2701      3.0110926    
     21710   10.855         137.82703      192.27402      3.9460928      196.22011      285.31123      156276.38      2379.2701      3.0110926    
     21720   10.86          138.62241      192.27898      3.9219965      196.20098      283.56902      156292.48      2379.2701      3.0110926    
     21730   10.865         139.41386      192.28855      3.8942029      196.18275      281.55948      156318.3       2379.2701      3.0110926    
     21740   10.87          140.20525      192.2984       3.867131       196.16553      279.60212      156344.09      2379.2701      3.0110926    
     21750   10.875         140.9949       192.30214      3.8472564      196.1494       278.16515      156357.82      2379.2701      3.0110926    
     21760   10.88          141.78851      192.29149      3.8428912      196.13438      277.84954      156345.75      2379.2701      3.0110926    
     21770   10.885         142.58457      192.2576       3.8628061      196.1204       279.28942      156295.28      2379.2701      3.0110926    
     21780   10.89          143.38037      192.19345      3.913815       196.10726      282.97748      156197.49      2379.2701      3.0110926    
     21790   10.895         144.17417      192.09657      3.9980314      196.0946       289.06651      156052.41      2379.2701      3.0110926    
     21800   10.9           144.96607      191.97115      4.110776       196.08192      297.2182       155868.93      2379.2701      3.0110926    
     21810   10.905         145.75952      191.82854      4.2399899      196.06853      306.56065      155665.37      2379.2701      3.0110926    
     21820   10.91          146.55534      191.68612      4.3675506      196.05367      315.78357      155467.49      2379.2701      3.0110926    
     21830   10.915         147.34914      191.56422      4.4722913      196.03651      323.35655      155303.22      2379.2701      3.0110926    
     21840   10.92          148.14197      191.48235      4.5340054      196.01635      327.81862      155198.48      2379.2701      3.0110926    
     21850   10.925         148.9378       191.4553       4.5374849      195.99279      328.07019      155171.85      2379.2701      3.0110926    
     21860   10.93          149.73006      191.4901       4.4757397      195.96584      323.60588      155230.38      2379.2701      3.0110926    
     21870   10.935         150.52526      191.58422      4.3518345      195.93606      314.64726      155368.6       2379.2701      3.0110926    
     21880   10.94          151.32024      191.7253       4.1790281      195.90432      302.15298      155567.55      2379.2701      3.0110926    
     21890   10.945         152.11699      191.89272      3.9790811      195.87181      287.69637      155797.79      2379.2701      3.0110926    
     21900   10.95          152.91236      192.06077      3.7788346      195.8396       273.2181       156023.81      2379.2701      3.0110926    
     21910   10.955         153.70579      192.20296      3.6055526      195.80851      260.68943      156209.05      2379.2701      3.0110926    
     21920   10.96          154.50063      192.29702      3.4819646      195.77898      251.75374      156323         2379.2701      3.0110926    
     21930   10.965         155.293        192.32886      3.42219        195.75105      247.43191      156345.29      2379.2701      3.0110926    
     21940   10.97          156.08377      192.29494      3.4295091      195.72445      247.96109      156270.84      2379.2701      3.0110926    
     21950   10.975         156.87888      192.20237      3.4963295      195.6987       252.79236      156108.86      2379.2701      3.0110926    
     21960   10.98          157.67481      192.06716      3.6060918      195.67325      260.72841      155881.77      2379.2701      3.0110926    
     21970   10.985         158.46744      191.91097      3.736493       195.64746      270.15671      155621.47      2379.2701      3.0110926    
     21980   10.99          159.25984      191.75747      3.8632613      195.62073      279.32233      155364.4       2379.2701      3.0110926    
     21990   10.995         160.05237      191.62872      3.9637639      195.59249      286.5889       155145.59      2379.2701      3.0110926    
     22000   11             160.84768      191.54243      4.0199679      195.5624       290.65257      154993.94      2379.2701      3.0110926    
Loop time of 160.848 on 1 procs for 2000 steps with 108 atoms

Performance: 0.537 ns/day, 44.680 hours/ns, 12.434 timesteps/s, 1.343 katom-step/s
100.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 160.79     | 160.79     | 160.79     |   0.0 | 99.97
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.021084   | 0.021084   | 0.021084   |   0.0 |  0.01
Output  | 0.025794   | 0.025794   | 0.025794   |   0.0 |  0.02
Modify  | 0.0046731  | 0.0046731  | 0.0046731  |   0.0 |  0.00
Other   |            | 0.002667   |            |       |  0.00

Nlocal:            108 ave         108 max         108 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           3322 ave        3322 max        3322 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:        57816 ave       57816 max       57816 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 57816
Ave neighs/atom = 535.33333
Neighbor list builds = 0
Dangerous builds = 0
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 22000
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     22000   11             0              191.54243      4.0199679      195.56239      290.65257      154993.93      2379.2701      3.0110926    
     22010   11.005         0.7931005      191.50989      4.0205401      195.53043      290.69394      154928.09      2379.2701      3.0110926    
     22020   11.01          1.5885145      191.53486      3.9620576      195.49691      286.46553      154954.46      2379.2701      3.0110926    
     22030   11.015         2.3833339      191.61325      3.8493429      195.4626       278.31601      155066.14      2379.2701      3.0110926    
     22040   11.02          3.1788644      191.7336       3.6948713      195.42847      267.14737      155244.37      2379.2701      3.0110926    
     22050   11.025         3.9751493      191.87841      3.5172102      195.39562      254.30208      155460.96      2379.2701      3.0110926    
     22060   11.03          4.7716504      192.02641      3.3386077      195.36501      241.38872      155682.05      2379.2701      3.0110926    
     22070   11.035         5.5671671      192.1553       3.182043       195.33734      230.06875      155872.31      2379.2701      3.0110926    
     22080   11.04          6.3613443      192.24475      3.0681651      195.31292      221.83513      155999.98      2379.2701      3.0110926    
     22090   11.045         7.1586083      192.27926      3.0125496      195.29181      217.814        156042.19      2379.2701      3.0110926    
     22100   11.05          7.9542506      192.25025      3.0236214      195.27387      218.61451      155986.82      2379.2701      3.0110926    
     22110   11.055         8.7490218      192.15735      3.1014847      195.25883      224.24421      155835.4       2379.2701      3.0110926    
     22120   11.06          9.5469168      192.00861      3.2378066      195.24642      234.10058      155601.47      2379.2701      3.0110926    
     22130   11.065         10.344191      191.81953      3.4167972      195.23633      247.04199      155309.82      2379.2701      3.0110926    
     22140   11.07          11.140183      191.61099      3.6171793      195.22817      261.53006      154992.63      2379.2701      3.0110926    
     22150   11.075         11.936464      191.40653      3.8148936      195.22142      275.82525      154684.99      2379.2701      3.0110926    
     22160   11.08          12.732917      191.22929      3.9862051      195.21549      288.21145      154421.49      2379.2701      3.0110926    
     22170   11.085         13.528214      191.09889      4.1108631      195.20975      297.22449      154230.14      2379.2701      3.0110926    
     22180   11.09          14.321855      191.02872      4.1749347      195.20365      301.85701      154129.69      2379.2701      3.0110926    
     22190   11.095         15.112889      191.02409      4.172863       195.19696      301.70723      154126.7       2379.2701      3.0110926    
     22200   11.1           15.906569      191.0814       4.1082752      195.18968      297.03738      154215.68      2379.2701      3.0110926    
     22210   11.105         16.696672      191.18897      3.9932479      195.18222      288.72065      154379.27      2379.2701      3.0110926    
     22220   11.11          17.489223      191.32907      3.8461123      195.17518      278.08243      154591.6       2379.2701      3.0110926    
     22230   11.115         18.281746      191.48107      3.6882171      195.16929      266.66626      154822.33      2379.2701      3.0110926    
     22240   11.12          19.075107      191.62493      3.5402959      195.16523      255.97123      155042.07      2379.2701      3.0110926    
     22250   11.125         19.879379      191.74447      3.4191772      195.16365      247.21407      155226.5       2379.2701      3.0110926    
     22260   11.13          20.684405      191.82951      3.3355249      195.16504      241.16583      155359.12      2379.2701      3.0110926    
     22270   11.135         21.490292      191.87683      3.293069       195.1699       238.09617      155433.71      2379.2701      3.0110926    
     22280   11.14          22.298953      191.8893       3.2893448      195.17865      237.82691      155453.09      2379.2701      3.0110926    
     22290   11.145         23.106321      191.87423      3.3174693      195.1917       239.86037      155427.61      2379.2701      3.0110926    
     22300   11.15          23.911865      191.84127      3.3681953      195.20946      243.52797      155373.18      2379.2701      3.0110926    
     22310   11.155         24.716004      191.80061      3.431608       195.23222      248.11285      155307.38      2379.2701      3.0110926    
     22320   11.16          25.523454      191.76193      3.4982478      195.26018      252.93105      155247.33      2379.2701      3.0110926    
     22330   11.165         26.330348      191.73351      3.5598562      195.29337      257.38548      155207.21      2379.2701      3.0110926    
     22340   11.17          27.139477      191.72155      3.6100664      195.33162      261.01578      155196.81      2379.2701      3.0110926    
     22350   11.175         27.946478      191.72933      3.6452032      195.37453      263.55625      155220.87      2379.2701      3.0110926    
     22360   11.18          28.754786      191.7565       3.6650628      195.42157      264.99214      155278.08      2379.2701      3.0110926    
     22370   11.185         29.561093      191.79863      3.6733751      195.47201      265.59314      155360.82      2379.2701      3.0110926    
     22380   11.19          30.366473      191.84749      3.6776042      195.5251       265.89892      155456.07      2379.2701      3.0110926    
     22390   11.195         31.172562      191.89229      3.6877916      195.58008      266.63549      155548.68      2379.2701      3.0110926    
     22400   11.2           31.977916      191.92187      3.7143711      195.63624      268.55724      155623.32      2379.2701      3.0110926    
     22410   11.205         32.782075      191.92763      3.7653174      195.69295      272.24077      155668.65      2379.2701      3.0110926    
     22420   11.21          33.586778      191.90614      3.8434499      195.74959      277.88993      155679.41      2379.2701      3.0110926    
     22430   11.215         34.392706      191.86053      3.9449321      195.80547      285.22732      155657.96      2379.2701      3.0110926    
     22440   11.22          35.199968      191.8001       4.0597187      195.85982      293.52664      155613.89      2379.2701      3.0110926    
     22450   11.225         36.007936      191.73785      4.1739355      195.91179      301.78477      155561.76      2379.2701      3.0110926    
     22460   11.23          36.814692      191.68722      4.273324       195.96054      308.97078      155517.94      2379.2701      3.0110926    
     22470   11.235         37.620847      191.65893      4.3464476      196.00538      314.25778      155497.01      2379.2701      3.0110926    
     22480   11.24          38.428974      191.65929      4.3866017      196.04589      317.16101      155509.26      2379.2701      3.0110926    
     22490   11.245         39.235647      191.68985      4.3920837      196.08193      317.55736      155558.9       2379.2701      3.0110926    
     22500   11.25          40.043231      191.7485       4.3652273      196.11373      315.61559      155645.28      2379.2701      3.0110926    
